loss_kl,loss_pol_entpen,TimestepsSoFar,EpThisIter,TimeElapsed,ev_tdlam_before,loss_ent,EpisodesSoFar,loss_pol_surr,loss_vf_loss
0.0,-0.00027076062,1024,0,6.288097381591797,0.0,0.0027076062,0,-1.1147931e-06,281.40332
0.0,0.0,2048,0,11.753825187683105,0.0,0.0,0,-1.128763e-06,281.4033
0.0,0.0,3072,0,17.21720242500305,0.0,0.0,0,-1.1380762e-06,281.40332
0.0,0.0,4096,0,22.636542320251465,0.0,0.0,0,-1.1213124e-06,281.40332
0.0,0.0,5120,0,28.121191263198853,0.0,0.0,0,-1.1147931e-06,281.4033
0.0,0.0,6144,0,33.58022165298462,0.0,0.0,0,-1.123175e-06,281.4033
